event_id,particle_index,pdg,charge,pt,eta,phi,mass,energy,is_final
26,38,-211,-1,0.045578,3.67528,1.15652,0.13957,0.910588,1
26,40,-2112,0,0.32254,1.8738,-2.54668,0.93957,1.42781,1
26,42,22,0,0.171346,-1.15287,2.84213,0,0.298398,1
26,43,22,0,0.16257,-0.745305,-2.72923,0,0.209851,1
26,44,211,1,0.586178,-0.819022,-0.912026,0.13957,0.806193,1
26,45,-211,-1,0.0274453,-3.22932,-0.18098,0.13957,0.374214,1
26,46,22,0,0.0820085,1.51764,-2.54267,0,0.196029,1
26,47,22,0,0.258119,1.84046,-1.64342,0,0.833484,1
26,48,22,0,0.0748336,0.853452,0.225362,0,0.103782,1
26,49,22,0,0.0560918,-0.0475986,2.62345,0,0.0561554,1
27,21,-211,-1,0.330877,1.56316,2.60578,0.13957,0.836169,1
27,22,211,1,0.602785,2.31235,-0.190486,0.13957,3.07651,1
27,23,2112,0,0.692042,1.50678,-2.41541,0.93957,1.88834,1
27,24,-2112,0,0.314923,1.3276,0.330318,0.93957,1.13441,1
27,29,211,1,0.318698,-2.4411,0.550196,0.13957,1.84937,1
27,30,-211,-1,0.151098,-0.332718,-0.629933,0.13957,0.211973,1
27,31,2212,1,0.283084,-0.896333,0.750904,0.93827,1.0218,1
27,32,211,1,0.237193,0.906603,1.96564,0.13957,0.368951,1
27,33,211,1,0.151504,2.73543,-2.86181,0.13957,1.18102,1
27,34,-211,-1,0.505902,1.30245,0.146475,0.13957,1.0089,1
27,35,211,1,0.448895,-1.13676,-2.48761,0.13957,0.784065,1
27,36,-211,-1,0.42195,-0.00714241,0.620508,0.13957,0.444444,1
27,37,2212,1,0.426928,-2.71231,2.52499,0.93827,3.36332,1
27,38,-211,-1,0.0986259,-0.770107,-2.11394,0.13957,0.19029,1
27,39,22,0,0.274093,-0.305165,-2.4798,0,0.286954,1
27,40,22,0,0.267661,-0.48791,-2.01202,0,0.300157,1
27,41,22,0,0.0288705,0.111402,0.275343,0,0.0290499,1
27,42,22,0,0.139369,-0.929201,2.58301,0,0.203991,1
27,44,22,0,0.275364,-2.25386,1.4755,0,1.3258,1
27,45,22,0,0.126464,-1.09803,-2.47897,0,0.210676,1
27,46,22,0,0.226011,-0.700774,-1.77337,0,0.283815,1
28,9,-211,-1,0.0830662,3.42747,1.676,0.13957,1.2881,1
28,11,211,1,0.128412,-1.20435,-1.54609,0.13957,0.27191,1
28,12,2112,0,0.489926,-3.67811,-0.207044,0.93957,9.74518,1
28,13,2212,1,0.313151,3.84194,3.08961,0.93827,7.36231,1
28,14,211,1,0.207207,2.54256,2.4621,0.13957,1.33251,1
29,38,211,1,0.44911,3.1986,-2.29111,0.13957,5.51213,1
29,44,-211,-1,0.327249,-1.6296,-0.012224,0.13957,0.878021,1
29,46,2212,1,0.31234,-0.607114,1.31542,0.93827,1.00921,1
29,49,211,1,0.394628,-1.70148,-3.01991,0.13957,1.12636,1
29,51,22,0,0.23791,1.60287,0.130401,0,0.614829,1
29,52,22,0,0.426074,1.18587,0.0728176,0,0.762461,1
29,53,22,0,0.195259,0.872167,0.944759,0,0.274351,1
29,54,22,0,0.227466,2.49079,-1.48425,0,1.38227,1
29,55,211,1,0.175933,-1.02152,2.38216,0.13957,0.309275,1
29,56,-211,-1,0.166971,0.318584,0.205816,0.13957,0.224245,1
29,59,22,0,0.0622953,-2.45481,1.87236,0,0.365366,1
29,60,22,0,0.820624,-1.10119,-1.31408,0,1.37053,1
29,61,22,0,0.215354,-1.07697,-0.992524,0,0.352792,1
29,62,22,0,0.0225964,-2.81543,-2.56796,0,0.18936,1
29,63,22,0,0.0993847,-0.524008,-2.21562,0,0.113344,1
29,64,211,1,0.239261,-0.689692,2.94123,0.13957,0.32948,1
29,65,-211,-1,0.997802,-0.480353,2.20633,0.13957,1.12385,1
29,66,22,0,0.054705,-0.27376,1.84934,0,0.0567677,1
29,67,22,0,0.272602,0.1907,2.89776,0,0.277574,1
29,68,22,0,0.158816,-0.880918,-1.07835,0,0.224527,1
29,69,22,0,0.0856475,-0.996524,-2.30546,0,0.131812,1
29,70,2212,1,0.320148,-2.86786,0.806468,0.93827,2.97796,1
29,71,-211,-1,0.103316,-1.94285,-0.526258,0.13957,0.393489,1
30,3,2212,1,0.14839,4.72015,-0.201828,0.93827,8.3769,1
30,8,321,1,0.607157,0.705747,-2.15489,0.49368,0.91025,1
30,11,2112,0,0.142077,-3.84871,-2.23506,0.93957,3.46532,1
30,13,130,0,0.274874,-1.16076,1.6441,0.49761,0.692637,1
30,14,211,1,0.144204,0.141347,-0.482613,0.13957,0.201724,1
30,15,-211,-1,0.073667,2.02908,-0.547873,0.13957,0.317375,1
30,20,211,1,0.24601,-2.60994,2.59467,0.13957,1.68748,1
30,21,-211,-1,0.218239,-2.05999,0.244559,0.13957,0.88117,1
30,23,22,0,0.388669,0.143312,1.71693,0,0.392667,1
30,24,22,0,0.0266617,-0.322328,3.05433,0,0.0280588,1
30,25,22,0,0.0205099,-0.921835,1.74096,0,0.0298592,1
30,26,22,0,0.115526,-2.70805,-0.720559,0,0.870297,1
30,27,22,0,0.119691,-1.01649,-0.0248631,0,0.187037,1
30,28,22,0,0.0980301,-1.74364,1.02254,0,0.288847,1
30,29,22,0,0.0225134,-3.02798,-1.51291,0,0.233058,1
30,30,22,0,0.156841,-1.20241,-0.590396,0,0.284557,1
30,31,22,0,0.180641,-2.12557,2.89595,0,0.767458,1
30,32,22,0,0.0522208,-2.68708,-2.01384,0,0.385308,1
31,21,2212,1,0.755181,3.07835,2.09928,0.93827,8.27301,1
31,25,-321,-1,0.490094,-1.27347,1.0968,0.49368,1.06546,1
31,29,2212,1,0.68268,-2.32461,-2.55019,0.93827,3.6456,1
31,30,211,1,0.490307,-1.19205,-0.0402584,0.13957,0.892901,1
31,31,22,0,0.195392,-2.02088,-1.05682,0,0.750063,1
31,32,22,0,0.350925,-1.81075,-0.58184,0,1.10166,1
31,33,22,0,0.0475016,-0.42008,-0.0155653,0,0.0517549,1
31,34,22,0,0.0955901,-0.0845928,2.80673,0,0.0959323,1
31,35,211,1,0.0869368,-2.31921,-1.96729,0.13957,0.467562,1
31,36,-211,-1,0.171939,-1.53585,-0.789321,0.13957,0.440551,1
31,38,211,1,0.214139,0.995553,-2.09481,0.13957,0.357673,1
31,39,-211,-1,0.201887,2.29143,-0.819983,0.13957,1.01806,1
31,40,22,0,0.302864,-2.47237,2.50741,0,1.80733,1
31,41,22,0,0.0133025,-1.53955,0.0199384,0,0.0324378,1
32,4,2212,1,0.297444,-4.18851,-1.69605,0.93827,9.85147,1
32,7,211,1,0.17411,1.06843,2.72779,0.13957,0.315822,1
32,9,2112,0,0.191997,4.52129,0.0709887,0.93957,8.87833,1
32,13,22,0,0.0441234,-0.0703272,1.70204,0,0.0442325,1
32,14,22,0,0.12466,1.14448,0.309185,0,0.215612,1
32,15,22,0,0.0857671,1.4481,3.0172,0,0.192549,1
32,16,22,0,0.0185598,-1.10081,-2.48865,0,0.0309875,1
32,17,22,0,0.0995862,1.07274,1.22712,0,0.162596,1
32,18,22,0,0.0554804,2.40033,2.41921,0,0.308402,1
33,29,2112,0,0.630745,-0.0212303,0.732015,0.93957,1.13173,1
33,38,-211,-1,0.603661,2.33072,2.79112,0.13957,3.13687,1
33,45,211,1,0.300188,0.824405,-2.70091,0.13957,0.431315,1
33,47,211,1,0.42418,0.340756,-0.0721646,0.13957,0.470236,1
33,49,211,1,0.27874,0.111953,1.79056,0.13957,0.313295,1
33,51,-211,-1,0.216651,-3.11335,2.00792,0.13957,2.44572,1
33,53,2212,1,0.141413,-3.52478,2.66582,0.93827,2.57902,1
33,54,211,1,0.353135,-1.14195,1.98223,0.13957,0.6253,1
33,55,22,0,0.638515,1.44564,-2.59237,0,1.43033,1
33,56,22,0,0.0958588,1.87574,-2.92529,0,0.320116,1
33,57,2112,0,0.424489,0.911609,0.107103,0.93957,1.12209,1
33,58,-211,-1,0.353334,0.482178,0.679348,0.13957,0.419131,1
33,59,-2212,-1,1.0928,-1.2079,-1.10329,0.93827,2.20171,1
33,60,211,1,0.115232,-1.92897,-0.934119,0.13957,0.428288,1
33,61,22,0,0.0454271,0.972056,-1.55777,0,0.0686331,1
33,62,22,0,0.30137,1.75586,-0.70488,0,0.898264,1
33,63,22,0,0.245542,0.304049,2.47301,0,0.256979,1
33,64,22,0,0.564431,0.129994,2.79231,0,0.569206,1
33,65,22,0,0.281761,1.6295,-1.67699,0,0.746297,1
33,66,22,0,0.0438108,0.694023,-2.4259,0,0.0547923,1
33,67,22,0,0.0630102,-0.55881,-0.762681,0,0.073107,1
33,68,22,0,0.267099,-0.279059,0.286707,0,0.277567,1
34,20,-211,-1,0.19779,2.77318,2.78481,0.13957,1.59555,1
34,23,211,1,0.226098,2.04121,-2.23914,0.13957,0.896083,1
34,24,-211,-1,0.293843,1.67012,0.967171,0.13957,0.820182,1
34,26,211,1,0.333416,2.94463,-0.542505,0.13957,3.17989,1
34,29,2212,1,0.545106,-2.37736,-1.11688,0.93827,3.10746,1
34,30,211,1,0.372457,-2.22561,1.52552,0.13957,1.75,1
34,31,-211,-1,0.324245,-1.80861,-1.55883,0.13957,1.02538,1
34,33,211,1,0.75343,-0.369832,3.12583,0.13957,0.817547,1
34,35,2212,1,1.25735,0.587116,0.760022,0.93827,1.75266,1
34,37,211,1,0.159078,-1.33443,0.863474,0.13957,0.351883,1
34,38,-211,-1,0.599073,-1.17438,-2.71054,0.13957,1.07103,1
34,39,-211,-1,0.386639,0.258856,-1.44306,0.13957,0.423335,1
34,41,22,0,0.0217615,1.34419,1.53859,0,0.0445656,1
34,42,22,0,0.279374,1.51059,-2.66795,0,0.663537,1
34,43,22,0,0.26404,-1.75625,0.0709604,0,0.787281,1
34,44,22,0,0.296807,-1.27864,0.0729809,0,0.574345,1
34,45,22,0,0.0770914,1.66068,-2.92047,0,0.210186,1
34,46,22,0,0.153964,0.589664,-2.39085,0,0.181516,1
34,47,22,0,0.0258593,2.74144,0.932428,0,0.201364,1
34,48,22,0,0.112855,0.715646,1.67689,0,0.143009,1
34,49,22,0,0.253165,-0.327775,2.72595,0,0.266887,1
34,50,22,0,0.0831209,-1.07822,2.19464,0,0.136304,1
35,62,-211,-1,0.13923,-0.572144,-1.39019,0.13957,0.214322,1
35,70,2112,0,0.303212,-0.00963088,-1.6004,0.93957,0.987288,1
35,71,211,1,0.689808,-1.65639,1.27148,0.13957,1.87843,1
35,76,-211,-1,0.388027,0.35974,-0.119292,0.13957,0.436331,1
35,77,211,1,0.136923,-1.03173,-0.583178,0.13957,0.257585,1
35,78,-211,-1,0.153295,2.20317,2.28964,0.13957,0.716138,1
35,79,211,1,0.316778,-1.24924,-1.30733,0.13957,0.613901,1
35,80,-211,-1,0.104492,1.27456,-0.489136,0.13957,0.245112,1
35,90,-211,-1,0.339522,0.0861325,0.69274,0.13957,0.368255,1
35,94,-211,-1,0.223727,-2.14072,-3.09876,0.13957,0.974659,1
35,95,211,1,0.655719,-0.472456,1.20425,0.13957,0.743492,1
35,96,-211,-1,0.25406,-0.829989,-0.580718,0.13957,0.373748,1
35,97,211,1,0.692796,-0.511231,1.25348,0.13957,0.797625,1
35,99,2212,1,0.668385,1.11584,0.439255,0.93827,1.46837,1
35,100,211,1,0.136463,1.96023,1.89035,0.13957,0.513452,1
35,101,211,1,0.429699,0.54744,-3.12456,0.13957,0.514985,1
35,103,211,1,0.60063,-1.39558,-2.83514,0.13957,1.2944,1
35,104,-211,-1,0.0157572,1.89262,1.0009,0.13957,0.149464,1
35,105,22,0,0.407776,-0.677137,-0.0371226,0,0.504889,1
35,106,22,0,0.233753,-0.425125,0.321584,0,0.255196,1
35,107,2112,0,0.632358,2.00641,-2.64414,0.93957,2.57159,1
35,109,-2112,0,0.876226,1.11686,-2.20607,0.93957,1.75469,1
35,110,211,1,0.121972,0.940794,-0.40535,0.13957,0.227812,1
35,111,211,1,0.303809,-1.1663,-2.83635,0.13957,0.552857,1
35,112,-211,-1,0.183104,-0.018724,-0.372314,0.13957,0.230258,1
35,114,22,0,0.0597803,0.956531,3.05342,0,0.0892782,1
35,115,22,0,0.307472,0.0590617,2.69054,0,0.308008,1
35,116,22,0,0.183892,-0.446531,-1.8249,0,0.202532,1
35,117,22,0,0.269351,0.146055,-1.74561,0,0.272229,1
35,118,22,0,0.0392841,1.5111,-1.13749,0,0.0933469,1
35,119,22,0,0.118215,0.556091,3.08575,0,0.13697,1
35,120,22,0,0.0756156,-1.75183,2.44343,0,0.224526,1
35,121,22,0,0.0204568,0.847598,2.94682,0,0.0282557,1
36,4,2212,1,0.0748174,-5.55264,2.46863,0.93827,9.694,1
36,15,2112,0,0.299985,3.64347,1.03728,0.93957,5.81368,1
36,16,211,1,0.370818,1.80691,0.993193,0.13957,1.16825,1
36,17,22,0,0.33946,0.526595,-0.869247,0,0.387624,1
36,18,22,0,0.149078,0.287892,-1.42669,0,0.155298,1
36,19,22,0,0.309859,1.25549,2.8213,0,0.587876,1
36,20,22,0,0.164423,0.787525,-3.09291,0,0.218101,1
36,21,22,0,0.0280085,3.58813,-2.44412,0,0.506871,1
36,22,22,0,0.286111,2.319,-1.77218,0,1.46831,1
37,50,2112,0,0.481431,0.766151,2.96285,0.93957,1.13111,1
37,53,211,1,0.504456,-1.32202,-2.66498,0.13957,1.02291,1
37,55,211,1,0.469698,1.59364,2.15256,0.13957,1.21162,1
37,61,211,1,0.404093,1.29628,-2.29088,0.13957,0.806059,1
37,62,2112,0,0.967033,-0.171921,-2.06727,0.93957,1.35862,1
37,65,2212,1,0.510652,0.329375,-0.864664,0.93827,1.08187,1
37,71,-211,-1,0.253137,0.523174,1.80742,0.13957,0.320557,1
37,77,211,1,0.322457,0.590489,-2.9724,0.13957,0.405127,1
37,79,-211,-1,0.535049,0.770888,-1.5373,0.13957,0.7158,1
37,81,-321,-1,0.617691,1.30032,0.425562,0.49368,1.31401,1
37,82,211,1,0.241254,0.152198,-0.57604,0.13957,0.281144,1
37,83,2212,1,0.271971,-1.70488,1.61279,0.93827,1.21552,1
37,84,211,1,0.248763,-0.174339,1.8061,0.13957,0.288553,1
37,85,-2212,-1,0.655078,-1.64916,2.05671,0.93827,2.00068,1
37,86,-211,-1,0.510991,-0.805666,1.147,0.13957,0.700053,1
37,87,22,0,0.0884175,1.08363,2.45902,0,0.145613,1
37,88,22,0,0.378338,1.62834,1.96353,0,1.00102,1
37,89,-2212,-1,0.887572,-0.301503,-0.581943,0.93827,1.31983,1
37,91,22,0,0.0427792,2.12931,1.96682,0,0.182411,1
37,92,22,0,0.216606,0.997344,1.21283,0,0.333566,1
37,93,211,1,0.269128,-1.08894,-1.03705,0.13957,0.466466,1
37,94,-211,-1,0.249865,-0.552488,1.00897,0.13957,0.320919,1
37,96,22,0,0.241257,-1.04575,2.50667,0,0.385645,1
37,97,22,0,0.310256,-0.851068,-0.803126,0,0.429567,1
37,98,22,0,0.618248,0.204384,0.173674,0,0.631206,1
37,99,22,0,0.119049,-0.115665,-3.12751,0,0.119846,1
37,100,22,0,0.079376,-1.46844,-0.72039,0,0.181483,1
37,101,22,0,0.0907317,-0.898711,-2.38952,0,0.129906,1
37,102,22,0,0.108671,-1.04065,-1.21171,0,0.17302,1
37,103,22,0,0.0557172,-1.63897,0.684971,0,0.148877,1
37,104,22,0,0.0106191,2.17228,-1.74733,0,0.0472137,1
37,105,22,0,0.107375,-0.635291,-2.98654,0,0.129782,1
38,3,2212,1,0.0380634,6.23582,0.613074,0.93827,9.76513,1
38,7,211,1,0.269282,-1.36683,2.60225,0.13957,0.579559,1
38,8,-211,-1,0.113694,-1.36833,-1.61141,0.13957,0.27574,1
38,10,2212,1,0.310608,-3.92725,2.48023,0.93827,7.94306,1
38,11,211,1,0.299779,-1.09156,0.861174,0.13957,0.516058,1
38,12,-211,-1,0.529825,-1.13564,-1.07009,0.13957,0.92045,1
39,17,211,1,0.424885,2.53254,-0.309482,0.13957,2.69417,1
39,18,2112,0,0.800691,2.63162,2.1923,0.93957,5.6705,1
39,23,211,1,0.412777,0.970328,-2.52695,0.13957,0.638279,1
39,28,2112,0,0.714114,-2.88633,-0.898611,0.93957,6.48942,1
39,29,22,0,0.0361464,1.07706,1.11278,0,0.0592191,1
39,30,22,0,0.820584,0.332449,0.928887,0,0.86635,1
39,31,22,0,0.425581,-0.539273,-2.13289,0,0.488978,1
39,32,22,0,0.341962,-0.679829,-2.459,0,0.424074,1
39,36,211,1,0.150062,-1.41012,-2.41773,0.13957,0.354323,1
39,37,-211,-1,0.110669,-0.652769,-1.11229,0.13957,0.194244,1
39,39,22,0,0.176103,-0.954364,2.49948,0,0.262577,1
39,40,22,0,0.112869,-1.78556,2.06592,0,0.345978,1
39,41,22,0,0.0754557,-0.775193,-2.89024,0,0.0992856,1
39,42,22,0,0.058318,-0.348129,0.0393984,0,0.0618878,1
39,43,22,0,0.077442,-0.719051,1.50857,0,0.0983397,1
39,44,22,0,0.198354,-0.792342,2.65731,0,0.263944,1
39,45,22,0,0.230262,-1.78069,-0.148175,0,0.702582,1
39,46,22,0,0.15899,-1.19152,0.22875,0,0.285851,1
40,4,2212,1,0.296451,-4.19815,-2.08607,0.93827,9.91311,1
40,12,2212,1,0.482173,3.6907,0.495131,0.93827,9.7125,1
40,13,22,0,0.100782,0.560868,-2.58478,0,0.117053,1
40,14,22,0,0.209399,0.664355,2.73861,0,0.257334,1
41,49,211,1,0.66993,0.76039,-2.34658,0.13957,0.884203,1
41,54,211,1,0.54963,0.845146,-2.70246,0.13957,0.770632,1
41,55,-211,-1,0.621441,-1.75702,-0.808305,0.13957,1.85953,1
41,65,-211,-1,0.987782,-0.400104,-0.958794,0.13957,1.07699,1
41,67,211,1,0.07497,-2.67333,-2.0122,0.13957,0.56324,1
41,70,2112,0,0.35147,1.36149,1.29438,0.93957,1.19029,1
41,71,-211,-1,0.667433,0.405058,-2.17074,0.13957,0.736289,1
41,73,2212,1,0.310096,-1.49672,1.131,0.93827,1.18715,1
41,76,211,1,0.516884,0.000124425,1.49899,0.13957,0.535396,1
41,77,130,0,0.769919,-0.587295,1.76554,0.49761,1.03415,1
41,78,211,1,0.677448,-1.13021,-1.30259,0.13957,1.16657,1
41,79,-211,-1,0.0871625,0.864841,0.767902,0.13957,0.185271,1
41,80,211,1,0.510382,-0.540901,0.328164,0.13957,0.603251,1
41,81,-211,-1,0.5933,-0.331728,-2.34686,0.13957,0.641609,1
41,83,211,1,0.362155,-0.17222,2.13869,0.13957,0.393147,1
41,84,-211,-1,0.250386,-0.549776,1.19059,0.13957,0.321107,1
41,89,211,1,0.125167,2.33981,0.81813,0.13957,0.670291,1
41,90,-211,-1,0.422274,1.14493,2.46289,0.13957,0.743842,1
41,92,22,0,0.0169944,2.64851,2.38029,0,0.120692,1
41,93,22,0,0.30346,2.83124,-1.48448,0,2.58327,1
41,94,22,0,0.128223,-0.829698,-0.557139,0,0.174948,1
41,95,22,0,0.0286425,-1.98239,-2.95982,0,0.105946,1
41,96,22,0,0.330251,-0.570168,1.43053,0,0.385401,1
41,97,22,0,0.185445,-0.999952,1.7636,0,0.286146,1
41,100,22,0,0.130911,1.20993,2.19018,0,0.239009,1
41,101,22,0,0.0562693,0.699533,-2.41844,0,0.0706075,1
41,102,22,0,0.142348,0.438401,1.74008,0,0.156248,1
41,103,22,0,0.0292208,-0.192386,-1.578,0,0.0297633,1
41,104,22,0,0.0527628,0.218528,2.90989,0,0.0540276,1
41,105,22,0,0.0196479,-2.58486,0.807435,0,0.13102,1
41,106,22,0,0.183077,0.102437,1.43943,0,0.184038,1
41,107,22,0,0.0939411,0.339628,0.390584,0,0.0994113,1
41,108,22,0,0.110706,0.225424,0.034339,0,0.11353,1
41,109,22,0,0.065534,1.22968,1.30836,0,0.121648,1
41,110,22,0,0.249203,-0.108804,0.71705,0,0.25068,1
41,111,22,0,0.0304141,-0.675103,-0.891011,0,0.0376122,1
41,112,22,0,0.0185534,-2.40033,-0.113311,0,0.103133,1
41,113,22,0,0.149312,-0.721566,-2.22594,0,0.189898,1
42,16,211,1,0.173619,-2.70392,-1.67833,0.13957,1.31004,1
42,25,321,1,0.445217,2.11823,-0.82272,0.49368,1.94186,1
42,27,-211,-1,0.491966,0.370201,-1.99084,0.13957,0.544264,1
42,31,-211,-1,0.152755,0.0115306,-2.3794,0.13957,0.206923,1
42,33,211,1,0.121415,-1.20575,1.73071,0.13957,0.261297,1
42,35,130,0,0.106755,3.4689,2.31894,0.49761,1.78589,1
42,36,-321,-1,0.531099,0.876212,0.829652,0.49368,0.896525,1
42,37,211,1,0.521178,-0.114171,1.83465,0.13957,0.542828,1
42,38,211,1,0.478721,-1.07016,-0.45547,0.13957,0.792416,1
42,40,2112,0,0.428395,-2.68515,-2.68987,0.93957,3.29176,1
42,42,211,1,0.145792,0.723234,-1.60816,0.13957,0.232232,1
42,43,-211,-1,0.239588,-0.853964,2.14013,0.13957,0.360501,1
42,45,2112,0,0.186364,3.39809,-1.94986,0.93957,2.94385,1
42,47,22,0,0.152731,-2.1776,-1.45909,0,0.682589,1
42,48,22,0,0.0421535,-0.764279,-2.16428,0,0.0550759,1
42,49,22,0,0.0294906,-3.50561,-1.61821,0,0.491486,1
42,50,22,0,0.149511,-2.13549,-0.0762598,0,0.641357,1
42,51,22,0,0.0433246,2.60143,-2.71417,0,0.293679,1
42,52,22,0,0.122527,1.55307,-1.02876,0,0.302492,1
42,53,22,0,0.463919,-0.610041,1.76021,0,0.552953,1
42,54,22,0,0.592176,-0.744115,1.53995,0,0.763827,1
42,55,22,0,0.0876908,-0.468253,-0.845789,0,0.0974813,1
42,56,22,0,0.119275,-0.487399,-2.28701,0,0.133726,1
42,57,22,0,0.112126,-0.209807,-0.454626,0,0.114603,1
42,58,22,0,0.0497191,-1.48742,-1.72149,0,0.115637,1
42,59,22,0,0.0997402,1.79729,-2.71562,0,0.309147,1
42,60,22,0,0.0768618,2.15353,1.87226,0,0.335552,1
43,16,321,1,0.256692,1.64581,-0.662058,0.49368,0.84863,1
43,17,-321,-1,0.442507,0.381504,-2.46678,0.49368,0.685158,1
43,20,2212,1,0.719965,2.59761,1.33023,0.93827,4.95166,1
43,25,-211,-1,0.505629,0.734899,-1.89524,0.13957,0.663276,1
43,26,321,1,0.524487,-1.83862,1.26817,0.49368,1.76126,1
43,28,2212,1,0.178823,-3.80865,0.151106,0.93827,4.14118,1
43,29,-211,-1,0.627771,-0.744101,1.63743,0.13957,0.821675,1
43,30,211,1,0.444737,0.485065,-1.41758,0.13957,0.517277,1
43,35,22,0,0.402448,-0.305269,0.0286045,0,0.421346,1
43,36,22,0,0.029224,0.00356912,-1.26516,0,0.0292242,1
43,37,22,0,0.0870267,2.36864,1.99342,0,0.468921,1
43,38,22,0,0.0639492,3.99324,1.97286,0,1.73458,1
43,39,22,0,0.241846,0.0682307,-2.50992,0,0.242409,1
43,40,22,0,0.291538,0.073801,-3.02387,0,0.292332,1
43,41,22,0,0.19595,-1.69002,2.78431,0,0.549064,1
43,42,22,0,0.0266075,-0.369016,1.47629,0,0.0284397,1
43,43,211,1,0.0861245,-2.40867,-2.96797,0.13957,0.502461,1
43,44,-211,-1,0.553108,-1.52734,-1.2512,0.13957,1.3411,1
44,38,-321,-1,0.651896,-0.0178212,-0.776673,0.49368,0.817817,1
44,43,-211,-1,0.231881,0.901561,2.65963,0.13957,0.360768,1
44,45,211,1,0.653723,0.463312,0.306385,0.13957,0.73846,1
44,46,-211,-1,0.153711,0.976752,-2.2935,0.13957,0.271649,1
44,47,211,1,0.0976054,0.582325,2.18733,0.13957,0.180608,1
44,49,2112,0,0.328936,-2.25001,-1.10279,0.93957,1.83635,1
44,50,211,1,0.62648,-1.4715,-2.0649,0.13957,1.44308,1
44,52,321,1,0.327077,0.124437,0.329325,0.49368,0.593603,1
44,53,-211,-1,0.642552,-0.231416,2.30393,0.13957,0.674434,1
44,54,2212,1,0.666982,2.03926,3.13602,0.93827,2.76999,1
44,55,211,1,0.0761309,-0.576824,1.982,0.13957,0.165613,1
44,56,22,0,0.214612,-0.00187968,-2.69934,0,0.214613,1
44,57,22,0,0.224383,-0.0375206,2.9597,0,0.224541,1
44,58,211,1,0.28965,0.75495,-1.42305,0.13957,0.401245,1
44,59,-211,-1,0.263891,1.43975,0.318912,0.13957,0.60437,1
44,61,22,0,0.254375,2.00768,-0.398738,0,0.964121,1
44,62,22,0,0.856439,1.77382,-0.568323,0,2.59629,1
44,63,22,0,0.785381,-2.13634,2.04164,0,3.37184,1
44,64,22,0,0.302369,-1.87819,1.94307,0,1.01211,1
44,65,22,0,0.295604,-0.915991,1.47186,0,0.428533,1
44,66,22,0,0.0541698,-0.735726,2.57882,0,0.069504,1
44,67,22,0,0.0524492,-0.247918,-1.78135,0,0.0540693,1
44,68,22,0,0.117009,1.16838,-2.57978,0,0.206384,1
45,57,211,1,0.343035,-0.387477,2.60828,0.13957,0.394617,1
45,58,2212,1,0.306841,2.75429,0.495906,0.93827,2.5955,1
45,80,2212,1,0.815982,-0.572782,-2.86065,0.93827,1.33775,1
45,82,-211,-1,0.940173,-0.717186,2.04031,0.13957,1.20065,1
45,84,211,1,0.263098,-0.470457,1.2627,0.13957,0.324323,1
45,85,-211,-1,0.578548,-1.36975,-0.831818,0.13957,1.21965,1
45,86,321,1,0.396532,0.257905,-2.69446,0.49368,0.6416,1
45,90,-211,-1,0.621523,-0.261401,-0.884208,0.13957,0.657855,1
45,92,211,1,0.521869,0.234152,-2.782,0.13957,0.554106,1
45,93,-211,-1,0.324618,-0.354302,-0.148299,0.13957,0.372353,1
45,95,211,1,0.617424,-1.38576,-0.690549,0.13957,1.31881,1
45,96,-211,-1,0.32102,-0.722543,-0.0326307,0.13957,0.431711,1
45,98,22,0,0.170974,-1.61948,2.86381,0,0.448677,1
45,99,22,0,0.178094,-2.23386,-2.95827,0,0.840863,1
45,100,211,1,0.498499,1.46732,1.32199,0.13957,1.14712,1
45,101,-211,-1,0.171486,1.96544,1.34049,0.13957,0.639469,1
45,103,22,0,0.4328,1.59154,0.912845,0,1.10687,1
45,104,22,0,0.0313144,0.677018,1.59538,0,0.0387693,1
45,108,22,0,0.827045,-0.159851,-1.38492,0,0.837634,1
45,109,22,0,0.0371873,-0.86993,-1.6438,0,0.0521687,1
45,110,22,0,0.092343,-0.512781,3.0733,0,0.104752,1
45,111,22,0,0.226275,0.385155,-3.10974,0,0.243266,1
45,112,22,0,0.174997,-1.06009,2.30954,0,0.282886,1
45,113,22,0,0.245549,-0.537379,1.92708,0,0.281864,1
45,114,22,0,0.433997,0.707588,1.12671,0,0.547254,1
45,115,22,0,0.0512816,0.774079,2.06286,0,0.0674281,1
45,116,22,0,0.0368294,-0.776302,-2.27649,0,0.0484956,1
45,117,22,0,0.229093,0.215548,2.90699,0,0.234435,1
45,118,211,1,0.110176,1.55524,1.50713,0.13957,0.306198,1
45,119,-211,-1,0.151958,-0.506592,-1.46873,0.13957,0.221408,1
45,120,22,0,0.0489301,-1.10532,0.326755,0,0.0819898,1
45,121,22,0,0.0952002,-1.26577,-2.47487,0,0.182205,1
45,122,22,0,0.0785933,1.4851,-0.570995,0,0.18241,1
45,123,22,0,0.113431,1.48461,1.02166,0,0.263149,1
45,124,22,0,0.230845,0.410686,-1.06799,0,0.250588,1
45,125,22,0,0.0883617,-0.479183,-0.849172,0,0.0987019,1
45,126,22,0,0.251622,-0.258193,-0.702698,0,0.260055,1
45,127,22,0,0.0169518,-1.55539,1.03848,0,0.0419392,1
45,128,22,0,0.0147493,2.01615,0.572273,0,0.0563607,1
45,129,22,0,0.0505681,-1.09618,-2.26887,0,0.0841165,1
46,34,211,1,0.339594,1.58084,1.26402,0.13957,0.871243,1
